_id,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIOID,MANTENIMEINTOID
INC-13838,VANDALISMO,2024-07-19T00:00:00Z,CERRADA,['623-72-9017'],"['MNT-05092', 'MNT-11042']"
INC-13839,MAL FUNCIONAMIENTO,2024-07-14T00:00:00Z,ABIERTA,['011-70-3708'],"['MNT-01948', 'MNT-11494', 'MNT-12260']"
INC-1384,VANDALISMO,2024-04-03T00:00:00Z,ABIERTA,"['325-54-0037', '148-01-0516']",['MNT-01191']
INC-13840,VANDALISMO,2024-05-07T00:00:00Z,CERRADA,['930-89-9282'],['MNT-05601']
INC-13841,MAL FUNCIONAMIENTO,2024-02-16T00:00:00Z,ABIERTA,['469-36-6585'],"['MNT-03621', 'MNT-13025']"
INC-13842,ROTURA,2024-03-08T00:00:00Z,ABIERTA,['697-03-1498'],['MNT-12724']
INC-13843,ROTURA,2024-04-19T00:00:00Z,ABIERTA,['903-89-7000'],['MNT-14946']
INC-13844,ROTURA,2024-07-18T00:00:00Z,ABIERTA,['982-25-7864'],['MNT-07255']
INC-13845,ROTURA,2024-09-21T00:00:00Z,CERRADA,['299-82-9446'],['MNT-12151']
INC-13846,VANDALISMO,2024-09-18T00:00:00Z,ABIERTA,['711-09-0300'],"['MNT-02147', 'MNT-05085', 'MNT-14422']"
INC-13847,ROTURA,2024-04-27T00:00:00Z,ABIERTA,['496-76-7448'],"['MNT-00568', 'MNT-09142']"
INC-13848,ROTURA,2023-12-09T00:00:00Z,CERRADA,['860-76-5486'],['MNT-14341']
INC-13849,MAL FUNCIONAMIENTO,2024-03-04T00:00:00Z,ABIERTA,['957-60-8229'],['MNT-12457']
INC-1385,ROTURA,2024-03-31T00:00:00Z,ABIERTA,"['473-99-0568', '366-64-1018']",['MNT-08815']
INC-13850,VANDALISMO,2024-06-25T00:00:00Z,CERRADA,['800-24-5115'],['MNT-06834']
INC-13851,MAL FUNCIONAMIENTO,2024-04-19T00:00:00Z,CERRADA,['944-40-8384'],['MNT-10764']
INC-13852,MAL FUNCIONAMIENTO,2023-10-18T00:00:00Z,ABIERTA,['701-05-3275'],['MNT-10530']
INC-13853,MAL FUNCIONAMIENTO,2024-05-20T00:00:00Z,ABIERTA,['157-41-5436'],['MNT-04020']
INC-13854,DESGASTE,2024-05-09T00:00:00Z,ABIERTA,['219-00-7109'],"['MNT-05462', 'MNT-05831', 'MNT-10856']"
INC-13855,DESGASTE,2024-02-01T00:00:00Z,ABIERTA,['797-26-0900'],"['MNT-03869', 'MNT-05448']"
INC-13856,MAL FUNCIONAMIENTO,2024-06-15T00:00:00Z,ABIERTA,['703-36-6277'],"['MNT-07040', 'MNT-13267', 'MNT-13834']"
INC-13857,MAL FUNCIONAMIENTO,2024-04-10T00:00:00Z,CERRADA,['883-18-6807'],['MNT-14614']
INC-13858,ROTURA,2024-05-05T00:00:00Z,CERRADA,['498-34-2494'],['MNT-12959']
INC-13859,ROTURA,2024-08-17T00:00:00Z,CERRADA,['693-10-7266'],['MNT-04358']
INC-1386,ROTURA,2023-12-02T00:00:00Z,CERRADA,"['266-90-5349', '306-26-1228', '249-14-5386']","['MNT-11817', 'MNT-13751']"
INC-13860,MAL FUNCIONAMIENTO,2024-04-10T00:00:00Z,CERRADA,['646-00-6851'],['MNT-03317']
INC-13861,VANDALISMO,2024-04-04T00:00:00Z,CERRADA,['764-07-9609'],['MNT-02755']
INC-13862,MAL FUNCIONAMIENTO,2024-09-03T00:00:00Z,CERRADA,['568-11-9612'],['MNT-12365']
INC-13863,ROTURA,2024-01-20T00:00:00Z,ABIERTA,['292-02-5881'],['MNT-08895']
INC-13864,DESGASTE,2024-06-30T00:00:00Z,CERRADA,['390-89-9680'],['MNT-12584']
INC-13865,ROTURA,2024-04-26T00:00:00Z,ABIERTA,['707-09-6754'],['MNT-13134']
INC-13866,ROTURA,2024-08-21T00:00:00Z,ABIERTA,['343-17-8368'],['MNT-09956']
INC-13867,VANDALISMO,2023-10-19T00:00:00Z,ABIERTA,['765-79-1906'],['MNT-10530']
INC-13868,VANDALISMO,2023-12-16T00:00:00Z,ABIERTA,['615-71-8495'],['MNT-08687']
INC-13869,ROTURA,2024-08-16T00:00:00Z,ABIERTA,['621-32-8863'],['MNT-04838']
INC-1387,DESGASTE,2023-10-16T00:00:00Z,ABIERTA,['836-57-1465'],"['MNT-04397', 'MNT-04960']"
INC-13870,VANDALISMO,2024-02-29T00:00:00Z,ABIERTA,['699-46-3724'],"['MNT-08489', 'MNT-10038']"
INC-13871,VANDALISMO,2024-07-03T00:00:00Z,CERRADA,['091-85-8988'],['MNT-06043']
INC-13872,MAL FUNCIONAMIENTO,2024-08-24T00:00:00Z,CERRADA,['527-19-5127'],['MNT-12653']
INC-13873,DESGASTE,2024-07-26T00:00:00Z,CERRADA,['357-52-7392'],"['MNT-03827', 'MNT-12290']"
INC-13874,VANDALISMO,2024-06-23T00:00:00Z,CERRADA,['759-97-9383'],"['MNT-08806', 'MNT-14955']"
INC-13875,MAL FUNCIONAMIENTO,2024-08-31T00:00:00Z,CERRADA,['872-71-6919'],['MNT-14409']
INC-13876,DESGASTE,2024-07-18T00:00:00Z,ABIERTA,['440-12-6244'],['MNT-05805']
INC-13877,MAL FUNCIONAMIENTO,2024-07-07T00:00:00Z,CERRADA,['094-06-6413'],"['MNT-08493', 'MNT-09181']"
INC-13878,MAL FUNCIONAMIENTO,2024-08-23T00:00:00Z,CERRADA,['476-91-9672'],['MNT-05247']
INC-13879,MAL FUNCIONAMIENTO,2024-10-07T00:00:00Z,ABIERTA,['426-21-5537'],['MNT-07627']
INC-1388,VANDALISMO,2024-09-19T00:00:00Z,CERRADA,"['217-85-8179', '258-35-2613', '527-34-0423']","['MNT-06168', 'MNT-10272']"
INC-13880,ROTURA,2024-04-25T00:00:00Z,CERRADA,['716-57-3396'],['MNT-04820']
INC-13881,ROTURA,2024-09-27T00:00:00Z,ABIERTA,['527-39-8523'],['MNT-02696']
INC-13882,VANDALISMO,2024-09-30T00:00:00Z,ABIERTA,['103-43-6421'],['MNT-10447']
INC-13883,ROTURA,2024-01-01T00:00:00Z,ABIERTA,['475-82-0761'],['MNT-00007']
INC-13884,ROTURA,2024-04-16T00:00:00Z,CERRADA,['264-94-9203'],['MNT-14892']
INC-13885,MAL FUNCIONAMIENTO,2024-10-13T00:00:00Z,ABIERTA,['086-90-0094'],['MNT-14524']
INC-13886,MAL FUNCIONAMIENTO,2024-06-20T00:00:00Z,ABIERTA,['430-52-0633'],['MNT-05103']
INC-13887,DESGASTE,2024-09-27T00:00:00Z,ABIERTA,['109-30-6614'],['MNT-09744']
INC-13888,DESGASTE,2024-03-04T00:00:00Z,CERRADA,['769-75-7958'],['MNT-04841']
INC-13889,MAL FUNCIONAMIENTO,2024-01-19T00:00:00Z,CERRADA,['870-86-5770'],['MNT-10462']
INC-1389,DESGASTE,2023-10-22T00:00:00Z,ABIERTA,['592-25-2140'],"['MNT-06362', 'MNT-06872', 'MNT-11424']"
INC-13890,VANDALISMO,2024-01-22T00:00:00Z,ABIERTA,['884-27-8639'],['MNT-06101']
INC-13891,ROTURA,2024-09-30T00:00:00Z,CERRADA,['006-22-7286'],['MNT-13954']
INC-13892,ROTURA,2023-10-26T00:00:00Z,CERRADA,['549-91-6668'],['MNT-06152']
INC-13893,VANDALISMO,2024-06-26T00:00:00Z,ABIERTA,['353-97-3211'],['MNT-12597']
INC-13894,ROTURA,2024-04-04T00:00:00Z,ABIERTA,['854-77-1271'],['MNT-14807']
INC-13895,VANDALISMO,2024-05-03T00:00:00Z,ABIERTA,['571-79-6616'],"['MNT-11210', 'MNT-13099']"
INC-13896,ROTURA,2023-12-05T00:00:00Z,ABIERTA,['742-34-5908'],['MNT-00886']
INC-13897,VANDALISMO,2024-06-14T00:00:00Z,CERRADA,['515-07-9121'],['MNT-10870']
INC-13898,DESGASTE,2024-05-30T00:00:00Z,ABIERTA,['020-63-7184'],"['MNT-02085', 'MNT-12531']"
INC-13899,ROTURA,2024-03-09T00:00:00Z,CERRADA,['946-51-3827'],"['MNT-03318', 'MNT-07439']"
INC-139,MAL FUNCIONAMIENTO,2024-08-14T00:00:00Z,CERRADA,"['713-15-5817', '445-92-8881', '982-34-7661']",['MNT-11886']
INC-1390,ROTURA,2024-10-05T00:00:00Z,CERRADA,['226-23-4813'],['MNT-11809']
INC-13900,VANDALISMO,2023-11-26T00:00:00Z,CERRADA,['975-65-4014'],"['MNT-01098', 'MNT-01675']"
INC-13901,VANDALISMO,2024-01-09T00:00:00Z,CERRADA,['090-13-0573'],"['MNT-04481', 'MNT-13317']"
INC-13902,MAL FUNCIONAMIENTO,2023-10-15T00:00:00Z,CERRADA,['765-01-6020'],['MNT-04167']
INC-13903,MAL FUNCIONAMIENTO,2024-06-29T00:00:00Z,CERRADA,['316-92-1926'],['MNT-02177']
INC-13904,DESGASTE,2024-01-01T00:00:00Z,CERRADA,['908-64-4844'],['MNT-03630']
INC-13905,DESGASTE,2024-08-09T00:00:00Z,CERRADA,['853-84-5034'],"['MNT-04576', 'MNT-10566', 'MNT-11723']"
INC-13906,VANDALISMO,2024-03-07T00:00:00Z,CERRADA,['882-56-5971'],['MNT-14042']
INC-13907,VANDALISMO,2024-02-20T00:00:00Z,CERRADA,['689-32-4439'],['MNT-02904']
INC-13908,VANDALISMO,2024-08-28T00:00:00Z,CERRADA,['348-26-9826'],['MNT-02140']
INC-13909,ROTURA,2024-09-06T00:00:00Z,ABIERTA,['004-93-9574'],['MNT-01779']
INC-1391,MAL FUNCIONAMIENTO,2024-06-04T00:00:00Z,ABIERTA,['985-25-1629'],"['MNT-07167', 'MNT-09801']"
INC-13910,ROTURA,2024-03-26T00:00:00Z,CERRADA,['412-35-2098'],['MNT-05340']
INC-13911,ROTURA,2024-08-15T00:00:00Z,CERRADA,['295-12-7763'],"['MNT-05978', 'MNT-10559']"
INC-13912,MAL FUNCIONAMIENTO,2024-04-13T00:00:00Z,CERRADA,['275-53-1390'],['MNT-03300']
INC-13913,MAL FUNCIONAMIENTO,2024-04-03T00:00:00Z,ABIERTA,['276-13-1786'],['MNT-12735']
INC-13914,VANDALISMO,2024-02-18T00:00:00Z,CERRADA,['192-65-7520'],"['MNT-06081', 'MNT-13258']"
INC-13915,VANDALISMO,2024-05-06T00:00:00Z,ABIERTA,['989-03-9315'],"['MNT-02164', 'MNT-09095']"
INC-13916,VANDALISMO,2024-01-31T00:00:00Z,ABIERTA,['720-91-3813'],['MNT-14666']
INC-13917,ROTURA,2024-03-12T00:00:00Z,ABIERTA,['976-85-6044'],['MNT-06054']
INC-13918,MAL FUNCIONAMIENTO,2023-11-27T00:00:00Z,CERRADA,['344-18-0353'],['MNT-02434']
INC-13919,ROTURA,2024-08-28T00:00:00Z,CERRADA,['941-99-6302'],['MNT-02302']
INC-1392,DESGASTE,2024-06-05T00:00:00Z,ABIERTA,"['479-59-1262', '065-01-0236']",['MNT-07195']
INC-13920,DESGASTE,2024-03-28T00:00:00Z,ABIERTA,['029-72-0079'],['MNT-10283']
INC-13921,ROTURA,2024-05-27T00:00:00Z,CERRADA,['612-46-6155'],['MNT-09119']
INC-13922,ROTURA,2024-07-19T00:00:00Z,CERRADA,['368-84-2786'],"['MNT-00321', 'MNT-01325']"
INC-13923,MAL FUNCIONAMIENTO,2024-01-20T00:00:00Z,CERRADA,['319-65-2441'],['MNT-04057']
INC-13924,DESGASTE,2024-06-06T00:00:00Z,CERRADA,['373-00-3357'],['MNT-14959']
INC-13925,DESGASTE,2024-08-21T00:00:00Z,CERRADA,['936-70-2917'],['MNT-14462']
INC-13926,ROTURA,2024-03-28T00:00:00Z,CERRADA,['073-05-9408'],"['MNT-03482', 'MNT-03511']"
INC-13927,ROTURA,2024-05-26T00:00:00Z,ABIERTA,['701-99-3533'],['MNT-10283']
INC-13928,ROTURA,2023-11-15T00:00:00Z,CERRADA,['127-70-7755'],"['MNT-06827', 'MNT-08382']"
INC-13929,MAL FUNCIONAMIENTO,2024-04-17T00:00:00Z,ABIERTA,['008-09-7815'],['MNT-14707']
INC-1393,MAL FUNCIONAMIENTO,2024-09-13T00:00:00Z,ABIERTA,"['932-49-3729', '282-30-1884']","['MNT-04168', 'MNT-08834']"
INC-13930,DESGASTE,2024-08-19T00:00:00Z,CERRADA,['844-98-4882'],"['MNT-00781', 'MNT-01762', 'MNT-03993', 'MNT-10275']"
INC-13931,DESGASTE,2024-06-13T00:00:00Z,ABIERTA,['318-69-6148'],['MNT-10459']
INC-13932,DESGASTE,2023-11-08T00:00:00Z,ABIERTA,['725-70-8113'],['MNT-09879']
INC-13933,VANDALISMO,2024-08-17T00:00:00Z,CERRADA,['913-23-0100'],"['MNT-02567', 'MNT-12521']"
INC-13934,DESGASTE,2024-03-27T00:00:00Z,ABIERTA,['870-44-7805'],['MNT-06253']
INC-13935,VANDALISMO,2024-09-12T00:00:00Z,CERRADA,['906-18-2991'],['MNT-09840']
INC-13936,VANDALISMO,2024-05-21T00:00:00Z,CERRADA,['824-64-5274'],"['MNT-07793', 'MNT-14859']"
INC-13937,MAL FUNCIONAMIENTO,2024-12-01T00:00:00Z,ABIERTA,['552-13-5481'],['MNT-05217']
INC-13938,ROTURA,2024-01-22T00:00:00Z,ABIERTA,['870-51-7532'],['MNT-00082']
INC-13939,ROTURA,2024-07-20T00:00:00Z,CERRADA,['907-96-9432'],"['MNT-11527', 'MNT-11716']"
INC-1394,MAL FUNCIONAMIENTO,2023-12-06T00:00:00Z,ABIERTA,"['427-54-7046', '733-60-1172', '061-67-5503']",['MNT-03588']
INC-13940,VANDALISMO,2024-03-27T00:00:00Z,ABIERTA,['510-15-3746'],"['MNT-04170', 'MNT-12776']"
INC-13941,MAL FUNCIONAMIENTO,2024-01-06T00:00:00Z,CERRADA,['109-77-2412'],['MNT-12976']
INC-13942,DESGASTE,2024-06-14T00:00:00Z,ABIERTA,['749-85-9413'],['MNT-05746']
INC-13943,DESGASTE,2024-04-04T00:00:00Z,CERRADA,['713-95-9344'],['MNT-14458']
INC-13944,VANDALISMO,2024-05-22T00:00:00Z,ABIERTA,['788-46-9375'],"['MNT-03262', 'MNT-04218']"
INC-13945,ROTURA,2024-06-03T00:00:00Z,ABIERTA,['505-93-4655'],"['MNT-00068', 'MNT-00435', 'MNT-05735', 'MNT-12209']"
INC-13946,DESGASTE,2024-03-08T00:00:00Z,ABIERTA,['322-67-6447'],['MNT-07783']
INC-13947,DESGASTE,2024-11-07T00:00:00Z,ABIERTA,['993-45-5749'],['MNT-11876']
INC-13948,ROTURA,2023-11-25T00:00:00Z,CERRADA,['842-84-1944'],['MNT-10976']
INC-13949,VANDALISMO,2024-03-02T00:00:00Z,CERRADA,['648-69-5481'],['MNT-05446']
INC-1395,VANDALISMO,2024-02-06T00:00:00Z,ABIERTA,"['614-14-0760', '364-47-0003']","['MNT-12095', 'MNT-14602']"
INC-13950,VANDALISMO,2024-04-04T00:00:00Z,CERRADA,['210-14-4544'],"['MNT-07625', 'MNT-08498']"
INC-13951,DESGASTE,2024-06-23T00:00:00Z,CERRADA,['843-15-4629'],['MNT-05816']
INC-13952,MAL FUNCIONAMIENTO,2024-02-25T00:00:00Z,ABIERTA,['518-10-1580'],['MNT-03433']
INC-13953,ROTURA,2023-12-21T00:00:00Z,CERRADA,['689-86-9781'],"['MNT-01246', 'MNT-14647']"
INC-13954,ROTURA,2024-07-07T00:00:00Z,CERRADA,['285-73-7309'],['MNT-11143']
INC-13955,VANDALISMO,2024-03-14T00:00:00Z,CERRADA,['394-58-6697'],['MNT-12379']
INC-13956,DESGASTE,2024-03-01T00:00:00Z,ABIERTA,['285-03-3397'],['MNT-05835']
INC-13957,DESGASTE,2024-09-01T00:00:00Z,ABIERTA,['487-23-9433'],"['MNT-01348', 'MNT-04293', 'MNT-11069']"
INC-13958,DESGASTE,2024-04-29T00:00:00Z,ABIERTA,['543-67-7979'],['MNT-14423']
INC-13959,ROTURA,2024-06-18T00:00:00Z,ABIERTA,['073-80-8062'],['MNT-13459']
INC-1396,MAL FUNCIONAMIENTO,2024-04-26T00:00:00Z,ABIERTA,"['030-25-7651', '008-14-9332', '938-68-2871']","['MNT-00885', 'MNT-07123']"
INC-13960,ROTURA,2024-08-26T00:00:00Z,CERRADA,['284-15-0798'],['MNT-00970']
INC-13961,VANDALISMO,2024-09-06T00:00:00Z,CERRADA,['482-75-7480'],"['MNT-01737', 'MNT-05394', 'MNT-06911', 'MNT-07752']"
INC-13962,DESGASTE,2024-08-31T00:00:00Z,ABIERTA,['442-50-1098'],"['MNT-07644', 'MNT-12434', 'MNT-13048']"
INC-13963,VANDALISMO,2024-03-07T00:00:00Z,CERRADA,['860-62-1039'],['MNT-11194']
INC-13964,ROTURA,2024-04-22T00:00:00Z,CERRADA,['897-16-1135'],['MNT-07887']
INC-13965,DESGASTE,2023-10-31T00:00:00Z,ABIERTA,['520-52-1709'],['MNT-13307']
INC-13966,VANDALISMO,2024-02-13T00:00:00Z,CERRADA,['788-12-3094'],['MNT-02575']
INC-13967,ROTURA,2024-01-04T00:00:00Z,ABIERTA,['740-15-0381'],['MNT-08846']
INC-13968,MAL FUNCIONAMIENTO,2024-07-18T00:00:00Z,ABIERTA,['515-97-2024'],['MNT-04098']
INC-13969,DESGASTE,2024-07-11T00:00:00Z,CERRADA,['677-78-7268'],['MNT-10490']
INC-1397,DESGASTE,2024-08-23T00:00:00Z,ABIERTA,"['057-70-0978', '272-80-3547', '297-74-7406']",['MNT-03214']
INC-13970,DESGASTE,2024-09-01T00:00:00Z,CERRADA,['035-19-5152'],['MNT-12433']
INC-13971,MAL FUNCIONAMIENTO,2024-07-09T00:00:00Z,CERRADA,['830-77-6201'],"['MNT-03075', 'MNT-10782', 'MNT-14734']"
INC-13972,ROTURA,2024-05-16T00:00:00Z,ABIERTA,['223-55-9866'],['MNT-04928']
INC-13973,MAL FUNCIONAMIENTO,2024-05-12T00:00:00Z,ABIERTA,['689-77-4196'],['MNT-03750']
INC-13974,ROTURA,2024-04-21T00:00:00Z,CERRADA,['011-96-6598'],['MNT-11920']
INC-13975,MAL FUNCIONAMIENTO,2024-03-02T00:00:00Z,CERRADA,['797-58-2959'],['MNT-13091']
INC-13976,DESGASTE,2024-12-09T00:00:00Z,CERRADA,['412-53-5695'],['MNT-11507']
INC-13977,VANDALISMO,2024-03-20T00:00:00Z,ABIERTA,['763-87-7249'],['MNT-08375']
INC-13978,VANDALISMO,2024-05-01T00:00:00Z,ABIERTA,['175-27-0340'],['MNT-01864']
INC-13979,VANDALISMO,2024-01-20T00:00:00Z,CERRADA,['940-04-3686'],['MNT-00912']
INC-1398,VANDALISMO,2024-03-06T00:00:00Z,CERRADA,['102-46-2532'],['MNT-00651']
INC-13980,VANDALISMO,2023-02-12T00:00:00Z,ABIERTA,['097-00-7865'],['MNT-03070']
INC-13981,MAL FUNCIONAMIENTO,2024-09-19T00:00:00Z,ABIERTA,['847-98-4857'],"['MNT-09413', 'MNT-11545']"
INC-13982,MAL FUNCIONAMIENTO,2024-07-29T00:00:00Z,CERRADA,['505-26-8576'],['MNT-13909']
INC-13983,MAL FUNCIONAMIENTO,2024-01-01T00:00:00Z,CERRADA,['582-75-2387'],['MNT-04469']
INC-13984,DESGASTE,2024-05-25T00:00:00Z,ABIERTA,['546-88-7217'],['MNT-10556']
INC-13985,ROTURA,2024-10-04T00:00:00Z,ABIERTA,['331-63-4000'],['MNT-02885']
INC-13986,VANDALISMO,2023-12-02T00:00:00Z,ABIERTA,['141-09-5852'],['MNT-12977']
INC-13987,DESGASTE,2024-06-25T00:00:00Z,ABIERTA,['536-20-9597'],['MNT-09102']
INC-13988,MAL FUNCIONAMIENTO,2024-05-20T00:00:00Z,ABIERTA,['543-12-5706'],"['MNT-01531', 'MNT-04061']"
INC-13989,VANDALISMO,2024-06-29T00:00:00Z,ABIERTA,['769-24-4521'],"['MNT-01531', 'MNT-04061']"
INC-1399,VANDALISMO,2023-10-16T00:00:00Z,CERRADA,['046-77-3916'],['MNT-07715']
INC-13990,MAL FUNCIONAMIENTO,2024-05-06T00:00:00Z,ABIERTA,['353-01-2792'],['MNT-12846']
INC-13991,DESGASTE,2024-05-30T00:00:00Z,CERRADA,['257-07-5188'],['MNT-11720']
INC-13992,MAL FUNCIONAMIENTO,2024-01-18T00:00:00Z,ABIERTA,['069-69-0288'],['MNT-02140']
INC-13993,DESGASTE,2024-06-12T00:00:00Z,CERRADA,['321-92-2709'],['MNT-01301']
INC-13994,DESGASTE,2023-11-25T00:00:00Z,CERRADA,['805-30-3084'],['MNT-00983']
INC-13995,MAL FUNCIONAMIENTO,2024-05-26T00:00:00Z,CERRADA,['914-65-8043'],['MNT-07659']
INC-13996,DESGASTE,2024-07-17T00:00:00Z,CERRADA,['044-00-9442'],['MNT-05450']
INC-13997,MAL FUNCIONAMIENTO,2024-07-06T00:00:00Z,ABIERTA,['820-62-9170'],['MNT-06550']
INC-13998,ROTURA,2023-12-19T00:00:00Z,ABIERTA,['096-54-4232'],['MNT-00403']
INC-13999,DESGASTE,2024-05-17T00:00:00Z,CERRADA,['527-08-3973'],['MNT-13668']
INC-14,DESGASTE,2024-09-27T00:00:00Z,CERRADA,['597-15-0862'],['MNT-14451']
INC-140,ROTURA,2023-12-11T00:00:00Z,ABIERTA,"['590-05-0409', '141-94-3256', '897-31-3331']",['MNT-03672']
INC-1400,ROTURA,2024-07-17T00:00:00Z,ABIERTA,"['851-25-9983', '027-83-3206', '286-01-0595']","['MNT-05376', 'MNT-06772']"
INC-14000,ROTURA,2024-04-08T00:00:00Z,CERRADA,['650-71-6432'],['MNT-02656']
INC-14001,VANDALISMO,2024-10-03T00:00:00Z,CERRADA,['688-70-4844'],['MNT-08321']
INC-14002,DESGASTE,2024-02-25T00:00:00Z,ABIERTA,['080-93-0259'],"['MNT-00292', 'MNT-05109']"
INC-14003,VANDALISMO,2024-12-04T00:00:00Z,CERRADA,['845-24-7134'],['MNT-06700']
INC-14004,ROTURA,2024-06-04T00:00:00Z,CERRADA,['964-41-4954'],['MNT-00035']
INC-14005,DESGASTE,2024-03-13T00:00:00Z,ABIERTA,['675-45-9102'],['MNT-02068']
INC-14006,ROTURA,2023-12-28T00:00:00Z,CERRADA,['037-61-1644'],['MNT-06603']
INC-14007,ROTURA,2023-10-28T00:00:00Z,ABIERTA,['608-01-7535'],['MNT-02397']
INC-14008,VANDALISMO,2024-07-20T00:00:00Z,ABIERTA,['833-49-4407'],['MNT-02663']
INC-14009,DESGASTE,2024-06-23T00:00:00Z,ABIERTA,['193-02-4563'],['MNT-14135']
INC-1401,MAL FUNCIONAMIENTO,2023-12-26T00:00:00Z,CERRADA,['844-09-7388'],['MNT-03006']
INC-14010,MAL FUNCIONAMIENTO,2024-04-23T00:00:00Z,ABIERTA,['588-85-1000'],"['MNT-03803', 'MNT-06320']"
INC-14011,DESGASTE,2024-06-06T00:00:00Z,CERRADA,['307-41-0304'],['MNT-08871']
INC-14012,DESGASTE,2024-05-18T00:00:00Z,CERRADA,['210-48-2935'],['MNT-11023']
INC-14013,MAL FUNCIONAMIENTO,2024-09-17T00:00:00Z,ABIERTA,['131-58-1961'],"['MNT-02147', 'MNT-05085', 'MNT-14422']"
INC-14014,MAL FUNCIONAMIENTO,2024-08-18T00:00:00Z,ABIERTA,['460-72-2307'],['MNT-00753']
INC-14015,MAL FUNCIONAMIENTO,2024-09-27T00:00:00Z,ABIERTA,['954-74-4163'],"['MNT-00802', 'MNT-08409']"
INC-14016,DESGASTE,2023-11-20T00:00:00Z,ABIERTA,['744-62-7505'],['MNT-12962']
INC-14017,DESGASTE,2024-04-26T00:00:00Z,ABIERTA,['513-92-2699'],['MNT-07099']
INC-14018,DESGASTE,2024-01-01T00:00:00Z,CERRADA,['635-27-5434'],['MNT-05455']
INC-14019,ROTURA,2024-04-26T00:00:00Z,CERRADA,['324-78-3867'],['MNT-08024']
INC-1402,ROTURA,2024-08-18T00:00:00Z,ABIERTA,['044-11-1527'],['MNT-14368']
INC-14020,VANDALISMO,2024-01-26T00:00:00Z,CERRADA,['090-18-9795'],['MNT-10512']
INC-14021,MAL FUNCIONAMIENTO,2023-11-15T00:00:00Z,ABIERTA,['555-73-3685'],['MNT-04777']
INC-14022,VANDALISMO,2024-01-02T00:00:00Z,CERRADA,['317-11-8141'],['MNT-06723']
INC-14023,ROTURA,2024-09-01T00:00:00Z,CERRADA,['542-97-4854'],['MNT-06301']
INC-14024,DESGASTE,2024-07-23T00:00:00Z,ABIERTA,['214-35-3022'],['MNT-00226']
INC-14025,MAL FUNCIONAMIENTO,2024-03-25T00:00:00Z,ABIERTA,['641-92-2806'],['MNT-06716']
INC-14026,ROTURA,2024-06-29T00:00:00Z,ABIERTA,['237-83-4017'],['MNT-08375']
INC-14027,MAL FUNCIONAMIENTO,2024-01-12T00:00:00Z,CERRADA,['950-65-7578'],['MNT-06588']
INC-14028,DESGASTE,2024-01-09T00:00:00Z,ABIERTA,['087-90-4718'],"['MNT-06850', 'MNT-12858']"
INC-14029,ROTURA,2023-10-19T00:00:00Z,ABIERTA,['666-57-2024'],['MNT-11784']
INC-1403,ROTURA,2023-11-25T00:00:00Z,CERRADA,['452-56-9105'],"['MNT-05709', 'MNT-06344']"
INC-14030,DESGASTE,2024-04-09T00:00:00Z,ABIERTA,['149-88-0964'],['MNT-04473']
INC-14031,VANDALISMO,2023-11-26T00:00:00Z,ABIERTA,['335-46-6509'],['MNT-12525']
INC-14032,DESGASTE,2023-12-22T00:00:00Z,CERRADA,['878-57-1072'],['MNT-13183']
INC-14033,MAL FUNCIONAMIENTO,2024-03-03T00:00:00Z,ABIERTA,['320-50-1650'],"['MNT-00877', 'MNT-11218', 'MNT-11955']"
INC-14034,VANDALISMO,2024-05-08T00:00:00Z,ABIERTA,['623-48-2592'],"['MNT-11423', 'MNT-14162']"
INC-14035,VANDALISMO,2024-06-09T00:00:00Z,CERRADA,['768-89-4595'],['MNT-08697']
INC-14036,MAL FUNCIONAMIENTO,2024-02-09T00:00:00Z,ABIERTA,['085-57-1938'],"['MNT-02323', 'MNT-09329', 'MNT-10517']"
INC-14037,MAL FUNCIONAMIENTO,2024-08-08T00:00:00Z,CERRADA,['644-88-8500'],['MNT-09739']
INC-14038,VANDALISMO,2024-02-01T00:00:00Z,ABIERTA,['741-10-6313'],['MNT-11465']
INC-14039,ROTURA,2024-01-06T00:00:00Z,ABIERTA,['562-87-2031'],"['MNT-03202', 'MNT-10199']"
INC-1404,MAL FUNCIONAMIENTO,2024-02-12T00:00:00Z,CERRADA,"['681-58-0613', '809-36-1833', '511-53-4521']",['MNT-14283']
INC-14040,DESGASTE,2024-04-08T00:00:00Z,ABIERTA,['013-22-5403'],['MNT-08107']
INC-14041,DESGASTE,2024-09-30T00:00:00Z,CERRADA,['633-38-1753'],"['MNT-01198', 'MNT-10191', 'MNT-13472']"
INC-14042,MAL FUNCIONAMIENTO,2024-02-27T00:00:00Z,ABIERTA,['585-94-8004'],['MNT-14867']
INC-14043,VANDALISMO,2024-07-16T00:00:00Z,CERRADA,['283-93-6869'],['MNT-06994']
INC-14044,ROTURA,2024-08-20T00:00:00Z,ABIERTA,['801-12-1698'],['MNT-04393']
INC-14045,DESGASTE,2023-12-28T00:00:00Z,CERRADA,['478-31-6740'],"['MNT-00019', 'MNT-08557', 'MNT-08700']"
INC-14046,ROTURA,2024-06-05T00:00:00Z,CERRADA,['786-39-1450'],['MNT-02999']
INC-14047,DESGASTE,2024-09-26T00:00:00Z,ABIERTA,['628-02-0097'],['MNT-00613']
INC-14048,VANDALISMO,2024-04-05T00:00:00Z,ABIERTA,['507-95-9267'],['MNT-02739']
